Subject,Year,Race,B,H,HW
1576,1987,Other,0,0,6.326292763
1628,1980,Other,0,0,3.242915926
1628,1981,Other,0,0,3.759398321
1628,1982,Other,0,0,3.441702717
1628,1983,Other,0,0,4.918453215
1628,1984,Other,0,0,5.614577576
1628,1985,Other,0,0,6.172037562
1628,1986,Other,0,0,6.27228743
1628,1987,Other,0,0,6.43067158
1644,1980,Hispanic,0,1,1.752387576
1644,1981,Hispanic,0,1,4.694376303
1644,1982,Hispanic,0,1,4.626952201
1644,1983,Hispanic,0,1,4.912970028
1644,1984,Hispanic,0,1,5.393356448
1644,1985,Hispanic,0,1,5.197504968
1644,1986,Hispanic,0,1,4.787361198
1644,1987,Hispanic,0,1,7.912332007
1653,1980,Other,0,0,0.680735196
1653,1981,Other,0,0,6.593406485
1653,1982,Other,0,0,7.296429754
1653,1983,Other,0,0,8.47110578
1653,1984,Other,0,0,6.075314694
1653,1985,Other,0,0,8.415889023
1653,1986,Other,0,0,13.89339047
1653,1987,Other,0,0,16.33186325
1654,1980,Other,0,0,5.077615137
1654,1981,Other,0,0,5.037313512
1654,1982,Other,0,0,4.177109213
1654,1983,Other,0,0,5.677210316
1654,1984,Other,0,0,5.562466166
1654,1985,Other,0,0,6.104469663
1654,1986,Other,0,0,6.049414241
1654,1987,Other,0,0,8.880451801
1721,1980,Hispanic,0,1,5.956432632
1721,1981,Hispanic,0,1,6.923077171
1721,1982,Hispanic,0,1,7.591093345
1721,1983,Hispanic,0,1,8.246771549
1721,1984,Hispanic,0,1,8.405056864
1721,1985,Hispanic,0,1,8.121100971
1721,1986,Hispanic,0,1,9.551706481
1721,1987,Hispanic,0,1,18.37334678
1742,1980,Other,0,0,4.312961286
1742,1981,Other,0,0,5.381165993
1742,1982,Other,0,0,6.506651148
1742,1983,Other,0,0,7.720381449
1742,1984,Other,0,0,10.48950939
1742,1985,Other,0,0,10.88227703
1742,1986,Other,0,0,11.14365806
1742,1987,Other,0,0,11.942674
1744,1980,Other,0,0,5.105514066
1744,1981,Other,0,0,5.384615079
1744,1982,Other,0,0,5.935892659
1744,1983,Other,0,0,3.98141995
1744,1984,Other,0,0,7.618840184
1744,1985,Other,0,0,6.114712025
1744,1986,Other,0,0,7.481232325
1744,1987,Other,0,0,10.17600843
1763,1980,Hispanic,0,1,1.903130703
1763,1981,Hispanic,0,1,2.454545445
1763,1982,Hispanic,0,1,3.592313966
1763,1983,Hispanic,0,1,3.801703359
1763,1984,Hispanic,0,1,4.600662406
1763,1985,Hispanic,0,1,4.196301346
1763,1986,Hispanic,0,1,1.062234518
1763,1987,Hispanic,0,1,4.030038543
1777,1980,Other,0,0,4.012394055
1777,1981,Other,0,0,3.461538579
1777,1982,Other,0,0,2.680246603
1777,1983,Other,0,0,3.139470935
1777,1984,Other,0,0,5.23098973
1777,1985,Other,0,0,5.197504968
1777,1986,Other,0,0,3.792630748
1777,1987,Other,0,0,5.68698799
1843,1980,Other,0,0,10.63648676
1843,1981,Other,0,0,10.35653905
1843,1982,Other,0,0,11.20590069
1843,1983,Other,0,0,12.35261002
1843,1984,Other,0,0,14.12049593
1843,1985,Other,0,0,13.96024019
1843,1986,Other,0,0,15.16143822
1843,1987,Other,0,0,15.93860242
1891,1980,Other,0,0,2.552757028
1891,1981,Other,0,0,2.769953183
1891,1982,Other,0,0,3.064727076
1891,1983,Other,0,0,2.312640058
1891,1984,Other,0,0,3.47727258
1891,1985,Other,0,0,3.313409704
1891,1986,Other,0,0,3.502292417
1891,1987,Other,0,0,3.674669245
1895,1980,Other,0,0,5.230235249
1895,1981,Other,0,0,4.901531726
1895,1982,Other,0,0,5.747541876
1895,1983,Other,0,0,6.49213937
1895,1984,Other,0,0,7.799893269
1895,1985,Other,0,0,6.712010124
1895,1986,Other,0,0,8.035563172
1895,1987,Other,0,0,9.799117847
1899,1980,Other,0,0,4.25459509
1899,1981,Other,0,0,3.461538579
1899,1982,Other,0,0,3.976286899
1899,1983,Other,0,0,2.667040972
1899,1984,Other,0,0,4.034427147
1899,1985,Other,0,0,4.060550962
1899,1986,Other,0,0,4.457463098
1899,1987,Other,0,0,3.905780491
1925,1980,Other,0,0,2.734616212
1925,1981,Other,0,0,5.141832677
1925,1982,Other,0,0,4.810106008
1925,1983,Other,0,0,5.800744707
1925,1984,Other,0,0,6.711752486
1925,1985,Other,0,0,6.256256008
1925,1986,Other,0,0,7.282389885
1925,1987,Other,0,0,7.018652199
1930,1980,Other,0,0,2.927086358
1930,1981,Other,0,0,2.629416626
1930,1982,Other,0,0,3.759398321
1930,1983,Other,0,0,1.751824783
1930,1984,Other,0,0,5.37923611
1930,1985,Other,0,0,6.415670725
1930,1986,Other,0,0,7.322974708
1930,1987,Other,0,0,8.574228636
1961,1980,Other,0,0,3.20918017
1961,1981,Other,0,0,6.43678195
1961,1982,Other,0,0,6.362058884
1961,1983,Other,0,0,6.25962795
1961,1984,Other,0,0,6.878367376
1961,1985,Other,0,0,6.422772832
1961,1986,Other,0,0,7.45778897
1961,1987,Other,0,0,9.960420308
1963,1980,Other,0,0,4.520507182
1963,1981,Other,0,0,4.509283739
1963,1982,Other,0,0,6.785636067
1963,1983,Other,0,0,6.171294485
1963,1984,Other,0,0,5.436461918
1963,1985,Other,0,0,5.376729388
1963,1986,Other,0,0,5.561245537
1963,1987,Other,0,0,5.738222351
1979,1980,Other,0,0,7.56507067
1979,1981,Other,0,0,7.420850551
1979,1982,Other,0,0,6.430549692
1979,1983,Other,0,0,7.933989708
1979,1984,Other,0,0,7.354237587
1979,1985,Other,0,0,7.329952161
1979,1986,Other,0,0,7.549668741
1979,1987,Other,0,0,7.373836714
1988,1980,Other,0,0,0.780843309
1988,1981,Other,0,0,9.811320882
1988,1982,Other,0,0,3.649901371
1988,1983,Other,0,0,3.158338161
1988,1984,Other,0,0,4.811702071
1988,1985,Other,0,0,0.475827937
1988,1986,Other,0,0,6.367804207
1988,1987,Other,0,0,7.191288406
2000,1980,Other,0,0,6.719108663
2000,1981,Other,0,0,6.548672309
2000,1982,Other,0,0,5.732751881
2000,1983,Other,0,0,8.110300172
2000,1984,Other,0,0,6.32660499
2000,1985,Other,0,0,5.3557043
2000,1986,Other,0,0,5.845206365
2000,1987,Other,0,0,5.811520709
2014,1980,Other,0,0,10.58099359
2014,1981,Other,0,0,6.842105218
2014,1982,Other,0,0,4.075228815
2014,1983,Other,0,0,2.224539388
2014,1984,Other,0,0,3.721334219
2014,1985,Other,0,0,3.53017615
2014,1986,Other,0,0,4.474673336
2014,1987,Other,0,0,4.712076018
2025,1980,Other,0,0,4.410078284
2025,1981,Other,0,0,3.434902849
2025,1982,Other,0,0,4.630276086
2025,1983,Other,0,0,5.251273563
2025,1984,Other,0,0,6.148927173
2025,1985,Other,0,0,7.507507147
2025,1986,Other,0,0,10.55470691
2025,1987,Other,0,0,3.730920256
2038,1980,Other,0,0,2.445857625
2038,1981,Other,0,0,2.838709716
2038,1982,Other,0,0,3.828448687
2038,1983,Other,0,0,3.709921061
2038,1984,Other,0,0,2.75263616
2038,1985,Other,0,0,3.780566251
2038,1986,Other,0,0,6.289540711
2038,1987,Other,0,0,9.18667337
2075,1980,Other,0,0,7.431147756
2075,1981,Other,0,0,5.812417245
2075,1982,Other,0,0,6.509205876
2075,1983,Other,0,0,6.153230709
2075,1984,Other,0,0,6.485449929
2075,1985,Other,0,0,7.833795436
2075,1986,Other,0,0,9.339446313
2075,1987,Other,0,0,9.25472189
2101,1980,Other,0,0,7.445540986
2101,1981,Other,0,0,9.615383992
2101,1982,Other,0,0,9.398497187
2101,1983,Other,0,0,10.46918933
2101,1984,Other,0,0,12.03772196
2101,1985,Other,0,0,11.80219535
2101,1986,Other,0,0,10.44973076
2101,1987,Other,0,0,12.06543512
2106,1980,Other,0,0,5.347164827
2106,1981,Other,0,0,4.8183633
2106,1982,Other,0,0,5.839842052
2106,1983,Other,0,0,6.141212696
2106,1984,Other,0,0,5.883539306
2106,1985,Other,0,0,6.334459472
2106,1986,Other,0,0,6.330346879
2106,1987,Other,0,0,6.124448804
2107,1980,Other,0,0,3.65684175
2107,1981,Other,0,0,5.026178257
2107,1982,Other,0,0,3.492337389
2107,1983,Other,0,0,4.44535316
2107,1984,Other,0,0,6.623184148
2107,1985,Other,0,0,6.984147751
2107,1986,Other,0,0,7.800560909
2107,1987,Other,0,0,7.655561206
2108,1980,Other,0,0,4.338018156
2108,1981,Other,0,0,7.11111091
2108,1982,Other,0,0,7.941271966
2108,1983,Other,0,0,8.210970567
2108,1984,Other,0,0,7.782914671
2108,1985,Other,0,0,10.3115152
2108,1986,Other,0,0,11.834681
2108,1987,Other,0,0,11.63645183
2147,1980,Other,0,0,0.979139663
2147,1981,Other,0,0,0.861702127
2147,1982,Other,0,0,1.198050072
2147,1983,Other,0,0,0.964491289
2147,1984,Other,0,0,1.487873822
2147,1985,Other,0,0,2.644868274
2147,1986,Other,0,0,1.756098237
2147,1987,Other,0,0,2.136288631
2157,1980,Other,0,0,4.314943771
2157,1981,Other,0,0,1.386514708
2157,1982,Other,0,0,4.777714152
2157,1983,Other,0,0,3.044061241
2157,1984,Other,0,0,3.352152623
2157,1985,Other,0,0,3.094022847
2157,1986,Other,0,0,3.874876858
2157,1987,Other,0,0,1.635982918
2163,1980,Other,0,0,8.743119181
2163,1981,Other,0,0,11.97916725
2163,1982,Other,0,0,6.687391255
2163,1983,Other,0,0,13.50365122
2163,1984,Other,0,0,10.26553425
2163,1985,Other,0,0,8.933211349
2163,1986,Other,0,0,9.286381792
2163,1987,Other,0,0,10.20741478
2173,1980,Other,0,0,3.829135611
2173,1981,Other,0,0,3.653845962
2173,1982,Other,0,0,3.43406599
2173,1983,Other,0,0,3.333801104
2173,1984,Other,0,0,3.698225032
2173,1985,Other,0,0,4.385395036
2173,1986,Other,0,0,4.298267941
2173,1987,Other,0,0,5.20578123
2180,1980,Other,0,0,3.282824738
2180,1981,Other,0,0,4.418230826
2180,1982,Other,0,0,3.398752933
2180,1983,Other,0,0,5.193711359
2180,1984,Other,0,0,6.05164083
2180,1985,Other,0,0,6.496881381
2180,1986,Other,0,0,6.247656839
2180,1987,Other,0,0,7.210671602
2183,1980,Other,0,0,4.00432488
2183,1981,Other,0,0,4.326922822
2183,1982,Other,0,0,3.573572831
2183,1983,Other,0,0,4.233576592
2183,1984,Other,0,0,5.110274512
2183,1985,Other,0,0,7.016631887
2183,1986,Other,0,0,7.86234879
2183,1987,Other,0,0,8.396062068
2216,1980,Other,0,0,5.188530516
2216,1981,Other,0,0,2.988791891
2216,1982,Other,0,0,8.108505947
2216,1983,Other,0,0,4.005697027
2216,1984,Other,0,0,6.328513379
2216,1985,Other,0,0,8.770789043
2216,1986,Other,0,0,10.40167021
2216,1987,Other,0,0,7.507389013
2220,1980,Other,0,0,7.079645899
2220,1981,Other,0,0,5.626373819
2220,1982,Other,0,0,7.832081054
2220,1983,Other,0,0,10.91771111
2220,1984,Other,0,0,11.35616416
2220,1985,Other,0,0,13.86001471
2220,1986,Other,0,0,10.40867099
2220,1987,Other,0,0,11.02400795
2227,1980,Other,0,0,2.978216311
2227,1981,Other,0,0,4.244898087
2227,1982,Other,0,0,4.265471398
2227,1983,Other,0,0,4.386580338
2227,1984,Other,0,0,4.706831882
2227,1985,Other,0,0,4.385395036
2227,1986,Other,0,0,4.457463098
2227,1987,Other,0,0,4.899558914
2264,1980,Black,1,0,2.876106222
2264,1981,Black,1,0,2.800000107
2264,1982,Black,1,0,3.980539623
2264,1983,Black,1,0,4.211117481
2264,1984,Black,1,0,5.043034067
2264,1985,Black,1,0,0.552234939
2264,1986,Black,1,0,5.157921487
2264,1987,Black,1,0,5.20578123
2306,1980,Other,0,0,5.205622365
2306,1981,Other,0,0,0.666666675
2306,1982,Other,0,0,2.734108038
2306,1983,Other,0,0,3.166711378
2306,1984,Other,0,0,4.141644238
2306,1985,Other,0,0,3.573284865
2306,1986,Other,0,0,3.449227314
2306,1987,Other,0,0,5.512003966
2312,1980,Other,0,0,5.141689248
2312,1981,Other,0,0,5.581395257
2312,1982,Other,0,0,6.868131993
2312,1983,Other,0,0,7.331144993
2312,1984,Other,0,0,8.815970726
2312,1985,Other,0,0,7.933569782
2312,1986,Other,0,0,11.03752847
2312,1987,Other,0,0,10.41156248
2314,1980,Other,0,0,7.658270323
2314,1981,Other,0,0,6.885246223
2314,1982,Other,0,0,6.677878672
2314,1983,Other,0,0,8.071307483
2314,1984,Other,0,0,7.564551236
2314,1985,Other,0,0,7.471414347
2314,1986,Other,0,0,7.959755467
2314,1987,Other,0,0,7.808671985
2329,1980,Other,0,0,3.971319532
2329,1981,Other,0,0,5.830903895
2329,1982,Other,0,0,8.232260134
2329,1983,Other,0,0,6.118915753
2329,1984,Other,0,0,5.71543824
2329,1985,Other,0,0,7.010134862
2329,1986,Other,0,0,8.476821351
2329,1987,Other,0,0,6.128169748
2335,1980,Other,0,0,4.79650794
2335,1981,Other,0,0,4.660194268
2335,1982,Other,0,0,3.614806159
2335,1983,Other,0,0,4.211117481
2335,1984,Other,0,0,5.827505857
2335,1985,Other,0,0,4.547817123
2335,1986,Other,0,0,4.457463098
2335,1987,Other,0,0,3.674669245
2341,1980,Other,0,0,2.464628773
2341,1981,Other,0,0,2.941176346
2341,1982,Other,0,0,4.770810528
2341,1983,Other,0,0,6.322832902
2341,1984,Other,0,0,6.724045315
2341,1985,Other,0,0,7.864645425
2341,1986,Other,0,0,8.727347338
2341,1987,Other,0,0,10.59364242
2351,1980,Black,1,0,3.403675983
2351,1981,Black,1,0,2.546296298
2351,1982,Black,1,0,3.019597066
2351,1983,Black,1,0,4.221943039
2351,1984,Black,1,0,3.34771592
2351,1985,Black,1,0,2.598752634
2351,1986,Black,1,0,4.730369126
2351,1987,Black,1,0,4.458598782
2386,1980,Hispanic,0,1,3.311058773
2386,1981,Hispanic,0,1,1.876832815
2386,1982,Hispanic,0,1,1.792844946
2386,1983,Hispanic,0,1,2.522902069
2386,1984,Hispanic,0,1,3.040437861
2386,1985,Hispanic,0,1,2.931791698
2386,1986,Hispanic,0,1,4.376395741
2386,1987,Hispanic,0,1,4.611595399
2401,1980,Other,0,0,3.276219257
2401,1981,Other,0,0,3.692307661
2401,1982,Other,0,0,5.672565471
2401,1983,Other,0,0,5.37763193
2401,1984,Other,0,0,6.507644836
2401,1985,Other,0,0,6.726016661
2401,1986,Other,0,0,7.588299439
2401,1987,Other,0,0,7.438747018
2413,1980,Other,0,0,8.89722153
2413,1981,Other,0,0,8.935360619
2413,1982,Other,0,0,8.928571625
2413,1983,Other,0,0,8.183037526
2413,1984,Other,0,0,8.528057147
2413,1985,Other,0,0,8.279615023
2413,1986,Other,0,0,8.8384391
2413,1987,Other,0,0,9.799117847
2421,1980,Other,0,0,3.969894799
2421,1981,Other,0,0,2.857142764
2421,1982,Other,0,0,3.715170383
2421,1983,Other,0,0,3.415684182
2421,1984,Other,0,0,3.137887865
2421,1985,Other,0,0,3.550160477
2421,1986,Other,0,0,3.084015204
2421,1987,Other,0,0,2.909113294
2445,1980,Other,0,0,4.316857179
2445,1981,Other,0,0,4.69973878
2445,1982,Other,0,0,3.8002158
2445,1983,Other,0,0,3.384917305
2445,1984,Other,0,0,4.385580104
2445,1985,Other,0,0,7.548088523
2445,1986,Other,0,0,5.667250825
2445,1987,Other,0,0,5.962022022
2451,1980,Other,0,0,4.963693902
2451,1981,Other,0,0,5.128205181
2451,1982,Other,0,0,5.6933201
2451,1983,Other,0,0,5.936505484
2451,1984,Other,0,0,6.080498074
2451,1985,Other,0,0,8.16336793
2451,1986,Other,0,0,7.896915909
2451,1987,Other,0,0,6.890005138
2494,1980,Other,0,0,1.404703259
2494,1981,Other,0,0,2.038461581
2494,1982,Other,0,0,3.140309002
2494,1983,Other,0,0,2.666562363
2494,1984,Other,0,0,4.897825692
2494,1985,Other,0,0,6.180817053
2494,1986,Other,0,0,7.134326825
2494,1987,Other,0,0,7.309178262
2508,1980,Other,0,0,6.807351979
2508,1981,Other,0,0,6.346153569
2508,1982,Other,0,0,7.193464483
2508,1983,Other,0,0,8.176586202
2508,1984,Other,0,0,7.732651975
2508,1985,Other,0,0,8.251039272
2508,1986,Other,0,0,8.06219314
2508,1987,Other,0,0,7.979594595
2535,1980,Other,0,0,5.535745386
2535,1981,Other,0,0,5.236187377
2535,1982,Other,0,0,5.370569485
2535,1983,Other,0,0,4.771547084
2535,1984,Other,0,0,5.161376995
2535,1985,Other,0,0,4.645270342
2535,1986,Other,0,0,4.775853231
2535,1987,Other,0,0,5.048030514
2540,1980,Other,0,0,2.582196841
2540,1981,Other,0,0,2.907769087
2540,1982,Other,0,0,3.580379593
2540,1983,Other,0,0,3.386259254
2540,1984,Other,0,0,2.913752923
2540,1985,Other,0,0,3.471851117
2540,1986,Other,0,0,2.80183386
2540,1987,Other,0,0,4.227495512
2685,1980,Other,0,0,6.296800438
2685,1981,Other,0,0,6.038461302
2685,1982,Other,0,0,8.157184935
2685,1983,Other,0,0,9.650477065
2685,1984,Other,0,0,10.69123093
2685,1985,Other,0,0,10.97973093
2685,1986,Other,0,0,11.62124172
2685,1987,Other,0,0,13.16756545
2711,1980,Other,0,0,3.385110594
2711,1981,Other,0,0,3.651685291
2711,1982,Other,0,0,2.827432979
2711,1983,Other,0,0,3.051142002
2711,1984,Other,0,0,3.431682631
2711,1985,Other,0,0,3.898128789
2711,1986,Other,0,0,4.810239614
2711,1987,Other,0,0,4.899558914
2718,1980,Black,1,0,8.509189183
2718,1981,Black,1,0,8.637874451
2718,1982,Black,1,0,9.604301628
2718,1983,Black,1,0,9.825940074
2718,1984,Black,1,0,11.4308765
2718,1985,Black,1,0,10.07016636
2718,1986,Black,1,0,10.50687746
2718,1987,Black,1,0,10.10534102
2721,1980,Other,0,0,4.680054188
2721,1981,Other,0,0,4.769230872
2721,1982,Other,0,0,4.494933113
2721,1983,Other,0,0,2.413171813
2721,1984,Other,0,0,1.260001257
2721,1985,Other,0,0,3.322995317
2721,1986,Other,0,0,2.483443768
2721,1987,Other,0,0,2.775139927
2733,1980,Black,1,0,2.127297541
2733,1981,Black,1,0,2.970296885
2733,1982,Black,1,0,2.765326928
2733,1983,Black,1,0,2.690436095
2733,1984,Black,1,0,2.745651721
2733,1985,Black,1,0,2.868434383
2733,1986,Black,1,0,2.521902713
2733,1987,Black,1,0,2.465584564
2741,1980,Other,0,0,4.25459509
2741,1981,Other,0,0,3.846153947
2741,1982,Other,0,0,3.614806159
2741,1983,Other,0,0,3.860190717
2741,1984,Other,0,0,4.202528424
2741,1985,Other,0,0,4.222972906
2741,1986,Other,0,0,5.094243231
2741,1987,Other,0,0,5.358892389
2745,1980,Other,0,0,5.979431096
2745,1981,Other,0,0,5.384615079
2745,1982,Other,0,0,6.506651148
2745,1983,Other,0,0,5.263896989
2745,1984,Other,0,0,5.043034067
2745,1985,Other,0,0,5.197504968
2745,1986,Other,0,0,5.412633958
2745,1987,Other,0,0,5.818226599
2751,1980,Black,1,0,4.963693902
2751,1981,Black,1,0,4.80769256
2751,1982,Black,1,0,5.299904107
2751,1983,Black,1,0,3.876246234
2751,1984,Black,1,0,4.566329273
2751,1985,Black,1,0,4.547817123
2751,1986,Black,1,0,5.73102383
2751,1987,Black,1,0,7.043116
2774,1980,Other,0,0,7.232811316
2774,1981,Other,0,0,8.576923388
2774,1982,Other,0,0,9.951348151
2774,1983,Other,0,0,8.050666406
2774,1984,Other,0,0,8.903133332
2774,1985,Other,0,0,7.471414347
2774,1986,Other,0,0,7.641364984
2774,1987,Other,0,0,6.736893895
2801,1980,Other,0,0,3.032978414
2801,1981,Other,0,0,3.603603729
2801,1982,Other,0,0,3.503905195
2801,1983,Other,0,0,3.543335134
2801,1984,Other,0,0,3.530123547
2801,1985,Other,0,0,3.574181215
2801,1986,Other,0,0,3.941974304
2801,1987,Other,0,0,4.591912124
2813,1980,Other,0,0,1.866531971
2813,1981,Other,0,0,3.530895422
2813,1982,Other,0,0,5.091736385
2813,1983,Other,0,0,5.064674626
2813,1984,Other,0,0,5.054469366
2813,1985,Other,0,0,4.931938976
2813,1986,Other,0,0,5.571829018
2813,1987,Other,0,0,5.112272443
2833,1980,Other,0,0,6.628210719
2833,1981,Other,0,0,5.982906311
2833,1982,Other,0,0,6.265663932
2833,1983,Other,0,0,6.605524292
2833,1984,Other,0,0,6.34080949
2833,1985,Other,0,0,6.612381726
2833,1986,Other,0,0,6.840157741
2833,1987,Other,0,0,6.255686986
2839,1980,Other,0,0,4.734513378
2839,1981,Other,0,0,5.192307962
2839,1982,Other,0,0,5.400520318
2839,1983,Other,0,0,5.157917183
2839,1984,Other,0,0,5.71543824
2839,1985,Other,0,0,7.584114124
2839,1986,Other,0,0,7.004584847
2839,1987,Other,0,0,7.19622711
2842,1980,Other,0,0,4.389661425
2842,1981,Other,0,0,6.207211288
2842,1982,Other,0,0,5.427581455
2842,1983,Other,0,0,6.103068983
2842,1984,Other,0,0,7.261361243
2842,1985,Other,0,0,7.265329471
2842,1986,Other,0,0,16.88092477
2842,1987,Other,0,0,11.14649594
2866,1980,Other,0,0,3.807033533
2866,1981,Other,0,0,4.456567296
2866,1982,Other,0,0,7.696407049
2866,1983,Other,0,0,7.337314986
2866,1984,Other,0,0,6.953274362
2866,1985,Other,0,0,8.074111748
2866,1986,Other,0,0,9.821529785
2866,1987,Other,0,0,6.935854613
2868,1980,Other,0,0,9.910571243
2868,1981,Other,0,0,4.786199398
2868,1982,Other,0,0,6.126679638
2868,1983,Other,0,0,6.67616178
2868,1984,Other,0,0,7.445581815
2868,1985,Other,0,0,8.529720505
2868,1986,Other,0,0,29.89006126
2868,1987,Other,0,0,7.935525845
2874,1980,Hispanic,0,1,1.460724747
2874,1981,Hispanic,0,1,2.930402777
2874,1982,Hispanic,0,1,2.109651283
2874,1983,Hispanic,0,1,3.342156584
2874,1984,Hispanic,0,1,3.273054551
2874,1985,Hispanic,0,1,3.771213189
2874,1986,Hispanic,0,1,3.314271288
2874,1987,Hispanic,0,1,4.090457555
2916,1980,Other,0,0,3.267528831
2916,1981,Other,0,0,5.577072131
2916,1982,Other,0,0,5.454813304
2916,1983,Other,0,0,5.614823218
2916,1984,Other,0,0,7.207516778
2916,1985,Other,0,0,2.564929389
2916,1986,Other,0,0,4.139072742
2916,1987,Other,0,0,5.188671541
2951,1980,Black,1,0,3.198635321
2951,1981,Black,1,0,3.333333374
2951,1982,Black,1,0,2.947263713
2951,1983,Black,1,0,2.299211827
2951,1984,Black,1,0,3.261663648
2951,1985,Black,1,0,3.898128789
2951,1986,Black,1,0,3.885209933
2951,1987,Black,1,0,3.98089173
2980,1980,Other,0,0,5.293931931
2980,1981,Other,0,0,3.809523625
2980,1982,Other,0,0,3.945047838
2980,1983,Other,0,0,4.844648339
2980,1984,Other,0,0,3.04805409
2980,1985,Other,0,0,5.518018231
2980,1986,Other,0,0,6.05283777
2980,1987,Other,0,0,7.104360407
2994,1980,Other,0,0,3.687315693
2994,1981,Other,0,0,3.730569801
2994,1982,Other,0,0,5.650870568
2994,1983,Other,0,0,4.622871238
2994,1984,Other,0,0,6.822445538
2994,1985,Other,0,0,4.847027757
2994,1986,Other,0,0,7.768347084
2994,1987,Other,0,0,7.004180713
2997,1980,Other,0,0,4.05604739
2997,1981,Other,0,0,5.083155431
2997,1982,Other,0,0,6.737671341
2997,1983,Other,0,0,5.5016666
2997,1984,Other,0,0,6.16370845
2997,1985,Other,0,0,5.887956103
2997,1986,Other,0,0,5.60366773
2997,1987,Other,0,0,7.716805832
3017,1980,Other,0,0,4.297798102
3017,1981,Other,0,0,5.81289744
3017,1982,Other,0,0,5.981540654
3017,1983,Other,0,0,7.790682339
3017,1984,Other,0,0,11.43270807
3017,1985,Other,0,0,18.2000165
3017,1986,Other,0,0,21.74903912
3017,1987,Other,0,0,13.80042452
3037,1980,Other,0,0,7.913546972
3037,1981,Other,0,0,8.65384566
3037,1982,Other,0,0,9.037015651
3037,1983,Other,0,0,8.106400946
3037,1984,Other,0,0,11.88811271
3037,1985,Other,0,0,9.179621207
3037,1986,Other,0,0,9.652962306
3037,1987,Other,0,0,9.749123015
3059,1980,Other,0,0,6.449070084
3059,1981,Other,0,0,5.038488217
3059,1982,Other,0,0,6.468600702
3059,1983,Other,0,0,5.944030835
3059,1984,Other,0,0,6.48072167
3059,1985,Other,0,0,6.069769595
3059,1986,Other,0,0,5.288815037
3059,1987,Other,0,0,5.567680556
3062,1980,Other,0,0,8.509189183
3062,1981,Other,0,0,9.038461499
3062,1982,Other,0,0,8.856275964
3062,1983,Other,0,0,9.650477065
3062,1984,Other,0,0,11.2627753
3062,1985,Other,0,0,11.36954177
3062,1986,Other,0,0,13.24503406
3062,1987,Other,0,0,14.14747795
3100,1980,Other,0,0,4.552416812
3100,1981,Other,0,0,3.646496981
3100,1982,Other,0,0,3.926264781
3100,1983,Other,0,0,5.345275176
3100,1984,Other,0,0,7.210529773
3100,1985,Other,0,0,8.445945828
3100,1986,Other,0,0,8.278146487
3100,1987,Other,0,0,8.880451801
3102,1980,Other,0,0,1.806032198
3102,1981,Other,0,0,1.991701229
3102,1982,Other,0,0,2.332133095
3102,1983,Other,0,0,3.295381457
3102,1984,Other,0,0,2.616431181
3102,1985,Other,0,0,2.425728623
3102,1986,Other,0,0,2.718602975
3102,1987,Other,0,0,5.60360093
3127,1980,Other,0,0,1.621986364
3127,1981,Other,0,0,1.030927836
3127,1982,Other,0,0,1.989099755
3127,1983,Other,0,0,1.965188073
3127,1984,Other,0,0,1.908919136
3127,1985,Other,0,0,2.598752634
3127,1986,Other,0,0,4.775853231
3127,1987,Other,0,0,3.674669245
3136,1980,Other,0,0,5.105514066
3136,1981,Other,0,0,6.923077171
3136,1982,Other,0,0,6.868131993
3136,1983,Other,0,0,5.053340935
3136,1984,Other,0,0,7.732651975
3136,1985,Other,0,0,8.445945828
3136,1986,Other,0,0,7.004584847
3136,1987,Other,0,0,7.655561206
3137,1980,Other,0,0,7.230030334
3137,1981,Other,0,0,5.719091353
3137,1982,Other,0,0,6.885345538
3137,1983,Other,0,0,7.854067732
3137,1984,Other,0,0,9.626935886
3137,1985,Other,0,0,8.608368026
3137,1986,Other,0,0,9.870097909
3137,1987,Other,0,0,10.10534102
3138,1980,Other,0,0,4.966588248
3138,1981,Other,0,0,9.019608249
3138,1982,Other,0,0,4.994034902
3138,1983,Other,0,0,3.966994374
3138,1984,Other,0,0,6.387842546
3138,1985,Other,0,0,4.547817123
3138,1986,Other,0,0,5.267910789
3138,1987,Other,0,0,10.74840669
3140,1980,Other,0,0,5.698604168
3140,1981,Other,0,0,6.383763784
3140,1982,Other,0,0,6.862004783
3140,1983,Other,0,0,7.469020631
3140,1984,Other,0,0,7.514415871
3140,1985,Other,0,0,7.742117316
3140,1986,Other,0,0,9.379179168
3140,1987,Other,0,0,9.447236774
3193,1980,Other,0,0,2.500141486
3193,1981,Other,0,0,4.259850765
3193,1982,Other,0,0,6.868131993
3193,1983,Other,0,0,7.720381449
3193,1984,Other,0,0,8.573157513
3193,1985,Other,0,0,8.770789043
3193,1986,Other,0,0,9.392511739
3193,1987,Other,0,0,9.799117847
3196,1980,Other,0,0,7.232811316
3196,1981,Other,0,0,6.923077171
3196,1982,Other,0,0,6.162948008
3196,1983,Other,0,0,6.983435935
3196,1984,Other,0,0,6.466514395
3196,1985,Other,0,0,7.53378444
3196,1986,Other,0,0,6.980254881
3196,1987,Other,0,0,4.726496691
3200,1980,Other,0,0,4.465373189
3200,1981,Other,0,0,5.918367642
3200,1982,Other,0,0,6.250752161
3200,1983,Other,0,0,7.191927957
3200,1984,Other,0,0,2.797202709
3200,1985,Other,0,0,4.454174593
3200,1986,Other,0,0,3.820682485
3200,1987,Other,0,0,6.687898293
